,expr
2053,$a=10$
2054,$\mu + \lambda\sigma$
2055,$\beta<\alpha$
2056,$Z\ge 0$
2057,$\mathsf{E}_{\mathsf Q}[X]=\mathsf{E}[XZ]$
2058,$\bar\nu(x)$
2059,$6.258$
2060,$\rho(X)=-\rho(-X)$
2061,$-\sigma^2/2$
2062,$k>0$
2063,$r = 0.12$
2064,$\mathsf{E}[Z \mid X]\preceq_2 Z$
2065,"$(3,4)$"
2066,$dG/dF=r(x)$
2067,$F_0=2.5$
2068,$F_g(b)-F_g(a)=g(S(a)) - g(S(b))$
2069,$P_g$
2070,$\bar S$
2071,$p=F(a)=1-s$
2072,$Z(\omega)<1$
2073,$\alpha\equiv 0$
2074,$Var(G)=c^2$
2075,$a = a(X)$
2076,"$x\in\Omega=[0,1]^N$"
2077,$1_{U_X\ge p}=1$
2078,$r_h<0$
2079,$g(S(x_i)-g(S(x_i-))$
2080,$F(a)$
2081,$\mathbf {q}$
2082,$\mathbf {d}$
2083,$L_d^{d+l}(x)=(x-d)^+ \wedge l$
2084,$\psi(0)=1-\mathsf{Pr}(Y=0)=1-\mathsf{Pr}(M=0)=\frac{1}{1+r}$
2085,$X_3$
2086,$\mathsf{E}[XB]$
2087,$\bar P(a+y) - \bar P(a)$
2088,$\bar P$
2089,$x_{i+1}$
2090,$-X_2$
2091,$M_2\Delta X$
2092,$(1+r)\mu$
2093,$\bar P^a$
2094,$\ge p$
2095,$\displaystyle\int_0^\infty u(x) g'(S_X(x)) dF_X(x)$
2096,$\mathsf{E}_{\mathsf{Q}}[X_i \mid X]$
2097,"$\omega\in [k2^{-m}, (k+1)2^{-m}]$"
2098,$p=2$
2099,$X=98$
2100,"$0\le U, V\le 1$"
2101,$Y'$
2102,$\mathbf {\mathsf{P}(X_1)}$
2103,$\displaystyle\int_0^\infty xf(x)dx$
2104,$(1-g(s))/(1-s)$
2105,$0<p\le 1$
2106,$g(s)=1\wedge s/(1-p)$
2107,$\kappa_1(10) = \mathsf{E}[X_1\mid X=10]$
2108,$\bar q(s)=(k/q)^{1/\alpha}$
2109,$Y_n\to Y$
2110,$\rho(nX)= \rho(X+\cdots + X)=\rho(X)+\cdots +\rho(X)=n\rho(X)$
2111,$I^\star$
2112,$\mathsf{Q}(\Omega_a) >0$
2113,$a/X$
2114,$q_1(t)=t$
2115,$\mathbf{B}'(1) = -3\mathbf{P_2}+3\mathbf{P_3}$
2116,$k\ge 1$
2117,$X_{1}(a)$
2118,$\Delta(X\wedge a)$
2119,$P = S + M$
2120,$(0.304-0.2)/(1-0.304) = 15$
2121,$\omega_2$
2122,$\mathsf{E}[h(X_i)L(X)]$
2123,$P/S-1$
2124,$g(s)/s$
2125,$C(t)$
2126,"$h(x)=\sup_{s\in[0,1]} g(s)-sx$"
2127,$t=4$
2128,$\rho(X)=\max_\mathsf{Q} \mathsf{E}_\mathsf{Q}[X]$
2129,$i^*$
2130,$g(1)=1$
2131,$C'_1+\cdots + C'_n$
2132,$s_1$
2133,$BY \succ AR$
2134,$0.8 \times 1.2 = 24/25$
2135,$(g(s)-s)/(1-g(s))$
2136,$a = 8.1484$
2137,$Y\circ T_i$
2138,$p=0.9999$
2139,$Z_X$
2140,"$X_{0,1},X_{0,2},\dots, X_{0,N}$"
2141,$Z=0$
2142,$-k$
2143,$v(A)=g(\mathsf{P}(A))$
2144,"$\bar P_i(\mathbf{v}, a)$"
2145,$B_p$
2146,$a_i=x_i(\partial a/\partial x_i)$
2147,$N$
2148,$\sup$
2149,$q_X(p)\le q_Y(p)$
2150,$S(x)=s$
2151,$X\preceq_n Y$
2152,"$y,z\in X$"
2153,$\Omega_0 \times \Omega_1$
2154,$P = \mathsf{E}[X] + \pi \mathsf{E}[((X-\tau)^+)^p]^{1/p}$
2155,$df/dx=f$
2156,$\mathsf{TVaR}_p(X)$
2157,$X=8$
2158,$\mathbf {\mathsf{P}(X_2)}$
2159,$Q\in\mathcal{Q}$
2160,$0.125$
2161,$s < p$
2162,$P(X_{-1}\wedge a)$
2163,"$n=1,2,\dots, m-1$"
2164,$S(x)\approx 1$
2165,"$X_2=(0,1,2,3,4,8,6,4,0,9)$"
2166,$1.5$
2167,$q_X(p) = X(T(p))$
2168,$1-m\le 1$
2169,$v_f(\mathsf{E}_Q[X_i] - \dfrac{\mathsf{E}_Q[X_i]}{\mathsf{E}_Q[X]}\mathsf{E}_Q[(X-A)^+])$
2170,"$k=1,\dots, n-1$"
2171,$\rho_g(X)=\mathsf{E}_{\mathsf{Q}}[X]$
2172,$X_{-1}+X_{0}$
2173,$p<0.05$
2174,$\delta$
2175,"$\gamma([0,p])=C(p)$"
2176,$10$
2177,$T(U)$
2178,$\rho_a(X+c) = \rho((X+c)\wedge a(X+c)) = \rho((X+c)\wedge (a(X)+c)) = \rho((X\wedge a(X))+c) = \rho((X\wedge a(X))) + c=\rho_a(X)+c$
2179,$\bar M_t$
2180,"$x~\text{Unif}[0,1]$"
2181,$g'(S(X))$
2182,$\tilde Z=\mathsf P(X=\sup(X))^{-1}1_{X=\sup(X)}$
2183,$\bar P(a+da) -\bar P(a)$
2184,$X(x)=1/x$
2185,$x=\mathsf{VaR}$
2186,$\beta_2g(S)dX$
2187,$\sigma(X_d)$
2188,$\mathsf Q(X>a)/\mathsf P(X>a)$
2189,$\mu(dp)$
2190,$c=(g-s)/(g(1-g))$
2191,$X\wedge a=a=90$
2192,$\sigma(W)$
2193,$1\le p\le \infty$
2194,$X=4$
2195,"$\sigma(L^\infty, L^1)$"
2196,$\mathsf{E}[X^n]$
2197,$p_0\not= p_1$
2198,"$a_{0,0}'=a_{0,0}$"
2199,$\mathsf{E}_{\mathsf{Q}}[X_i \mid X=x] = \mathsf{E}[X_ig'(S_X(X)) \mid X=x]/\mathsf{E}[g'(S_X(X)) \mid X=x] = \mathsf{E}[X_i \mid X=x]$
2200,$\mathbf {K}$
2201,$\{\omega\mid X(\omega) > x\}$
2202,$P_i$
2203,$\lambda_2\not=1$
2204,$p>0.9$
2205,$E(X^k)=E(Y^k)$
2206,$\mathsf{E}[X_i \mid X=q(p)]$
2207,$\mathsf{E}[Z \tilde X]$
2208,$\bar P_t$
2209,"$\Omega=\{ 1,2,3,4,5,6 \}$"
2210,$p<0.7$
2211,"$a=10,20,40,50,60$"
2212,$-\infty+\lambda=-\infty$
2213,$\mathbf {g(s)}$
2214,$x=y$
2215,$d=0.1/1.1$
2216,$\beta_2>\alpha_2$
2217,$k(h):=\log\mathsf{E}[e^{hX}]$
2218,$=\displaystyle\int_0^\infty x dF(x)$
2219,$\mathcal Q=\{\mathsf Q_k\}$
2220,$a(f + (1-f)/q)$
2221,$\lfloor x \rfloor$
2222,$A\in\mathcal F$
2223,$v(A)=\lambda(\pi_1(A))$
2224,$\mathsf{E}_{\mathsf{Q}}[(X - a)^+] = \rho((X - a)^+)$
2225,$n\to\infty$
2226,$\mathsf{EPD}$
2227,$\Longleftarrow$
2228,"$\eta_{p,\alpha}$"
2229,$\Omega$
2230,$\mathsf{QCX}$
2231,$\omega=\omega'$
2232,$\mathbf {M_{1}\Delta X}$
2233,$g(S_{\mathsf{j}(a)})(a-X_{\mathsf{j}(a)})=(0.5)(80-11)=34.5$
2234,$z_p=\Phi^{-1}(p)$
2235,$g_1(s)=s^{0.4}$
2236,"$1-e^{-\lambda S(\mathsf{PML}_{n, \lambda})}=1/n$"
2237,$q^-(U)$
2238,$s=\exp(-a/b)$
2239,$F(x)\ge p\iff q^-(p)\le x$
2240,$(P-L)/L=P/L-1$
2241,"$[p,1]$"
2242,$F_2$
2243,"$\{H,T\}$"
2244,$a(1-p) + \mu p - \sigma\phi(z_p)$
2245,$\rho(b-X)=b+\rho(-X)$
2246,$s<1$
2247,$g''(s)=-s^{3/2}/4$
2248,$D^n\rho_X(X_1)=6.2048$
2249,$\Delta X\wedge a$
2250,$v=1/(1+r)$
2251,$(1-p)^{-1/2}/4$
2252,$T(X):=y\wedge (X-r)^+$
2253,$x=S^{-1}(g^{-1}(u))$
2254,$\mathsf{E}_\mathsf{Q}[X\mid A]$
2255,$\mathsf{Q}(\{\omega_i\})=0$
2256,$A(X+c)=A(X)+c$
2257,$P \le \dfrac{S}{\lambda} \approx \dfrac{\mathsf{E}[X]}{\lambda}$
2258,$\mathit{EGL}_{gc}(a)$
2259,"$c\in[0,1/2]$"
2260,$\mathbf {X_{1c}}$
2261,$\sigma=2.58$
2262,$dp=\exp(-t)dt$
2263,$a_x=4$
2264,"$\beta_i(a) = \dfrac{\sum_{j:X_j>a} (X_{i,j}/X_j) \Delta g(S_j)}{\sum_{j:X_j>a} \Delta g(S_j)}$"
2265,$X = X\wedge a + (X - a)^+$
2266,$(1-p)/(p\nu_p^2)$
2267,$u$
2268,$\omega$
2269,$\mathsf{TVaR}_{0.8}(X+tX_1)$
2270,"$\rho_g(X)= \sum_j X_j\,\Delta g(S_j)$"
2271,"$X_1,\dots,X_n$"
2272,$D\rho_{X}(Y) \subset D\rho_{X\wedge a}(Y)$
2273,$\lambda=\dfrac{1}{1+\rho}$
2274,$q^-(s)=\mathsf{VaR}_s(X)$
2275,$v_i$
2276,$\mathsf{E}_{\mathsf{Q}}[X\wedge a] \le \rho(X\wedge a)$
2277,"$p=0.01, 0.02, \dots, 0.99$"
2278,$\mathsf{VaR}\_p(X)$
2279,$a_0$
2280,$0\le b\le 1$
2281,"$A=(a,b]$"
2282,$a(\mathbf{v}) =\mathsf{TVaR}_p(X(\mathbf{v}))= (1-p)^{-1}\int_p^1 q_{\mathbf{v}}(s)ds$
2283,$-g$
2284,$q^-(p) := \sup\ \{x \mid F(x) <   p \} = \inf\ \{ x \mid F(x) \ge p \}$
2285,$p(\omega)\ge 0$
2286,$D/L>1$
2287,$-m_2/(1-s_2)$
2288,$g(1-F(x))=1-p$
2289,$h(1_{X\le a})$
2290,$E(\pi)$
2291,$\mathsf{TVaR}_{0.95}(X)$
2292,$b-X\ge 0$
2293,$Z = \sum_j X_j$
2294,$X+Z$
2295,$\mathsf{E}_{\mathsf{Q}}[X\wedge a] = \rho(X\wedge a)$
2296,$\mathsf{VaR}_{0.75}(X)=90$
2297,$\mathsf{E}[X_0] + \mathsf{VaR}_p(X_1)$
2298,$QR_Q = aR_A + PR_L$
2299,$x=\lambda y + (1-\lambda)z$
2300,$dS=-dF$
2301,$s \to 1$
2302,$\tilde M(a)=\bar M(a)-\tau a$
2303,$\kappa_i(x)=\mathsf{E}[ X_i \mid X = x]$
2304,"$(ccc.south |- mcc.south)+(0,-0.5)$"
2305,"$[0,1]\to[0,1]$"
2306,$p=\infty$
2307,$\bar P(a) = \rho_g(X\wedge a)$
2308,$0<p<1$
2309,$\rho_1(X)>\rho_2(X)$
2310,$s(t)$
2311,$\rho(W_1\wedge a_0)$
2312,$0.8 \le p < 0.9$
2313,$\epsilon_2$
2314,$k=0$
2315,$1-2c\mathsf{Pr}(Z>\mathsf{E} Z)$
2316,$\Delta X_j=X_{j+1} - X_j$
2317,${X}_p=\mathsf{E}[|X|^p]^{1/p}$
2318,$\iota:1$
2319,"$x_{2,1}$"
2320,$Y_{d}=\sum_{s>d} X_{s}$
2321,"$\phi(x_1,...,x_n)$"
2322,$Z\in\mathcal Q$
2323,$\iota^\ast$
2324,$X-P$
2325,$g(s)q=0.1839$
2326,$X_2=x-t$
2327,"$X_{t+2,1}$"
2328,$\mathsf{MON}$
2329,$G(x)= 1-g(1-F(x))$
2330,$g'(s)\to\infty$
2331,"$\mathbf {g(S)\, \Delta X}$"
2332,"$j \in \{5,\dots,8\}$"
2333,"$\mathbb{R}=(-\infty, \infty)$"
2334,$e^{-r_Dt}$
2335,$\rho((X-a)^+)$
2336,$Q_t$
2337,$X_0 < \dots < X_{N-1}$
2338,$\mathbf {Z_6}$
2339,"$B_4 = [\epsilon_1, \epsilon_2]$"
2340,$a(w_1X_1+w_2X_2;X)=w_1a(X_1;X)+w_2a(X_2;X)$
2341,$(P-L) / (A-P)=$
2342,$AR\succ BR$
2343,$a(x)=xa(1)$
2344,$X(\mathbf{v})$
2345,"$x_{1,1}$"
2346,$\mathsf{E}_{\mathsf{Q}}[X_i\mid X\le a](1-g(S(a))) + a\mathsf{E}_{\mathsf{Q}}[X_i/X\mid X >a]g(S(a))$
2347,"$d, r>0$"
2348,"$\phi(s)= g'(1-s) = \frac{1-w}{1-p_0}1_{[p_0, 1)}(s) + \frac{w}{1-p_1}1_{[p_1, 1)}(s)$"
2349,"$S\subset \Omega=\{1,\dots,N\}$"
2350,$x\le 0$
2351,$S_0=1$
2352,$0=\mathsf{Pr}(X<1)<\mathsf{Pr}(X\le 1)=1/6$
2353,$f(x)=|x|$
2354,$\mathbf {\mathsf{P}(X)}$
2355,$S_t \ge 0$
2356,$p=F(a)$
2357,$\Psi^{-1}(t)=\log(-\log(t))$
2358,$\mathsf{E}[e^{X_t}]=e^{\mu t + \sigma^2t /2}$
2359,$q(U_X) > m$
2360,$\mathsf{var}(\sum C_i)=\sum (m_i v_i)^2 = n(mv)^2$
2361,$Y_s=(Y\mid Y\le y_c)$
2362,$\mathsf{P}(d\omega)$
2363,$h(0)$
2364,$P_i/v_i$
2365,$\mathsf{E}[X_1\mid X_1+X_2=x]=mx/(m+n)$
2366,$\mathsf{E}_\mathsf{Q}[X_1]$
2367,$\lambda > 0$
2368,"$c(1,2) - c(2)$"
2369,"$(0,1]$"
2370,$t<0$
2371,$\mathsf{COMON}$
2372,$\beta_i(x)/\alpha_i(x)> 1 > g(S(x)) / S(x)$
2373,$\int_0^\infty (1-F(x))dx=\int_0^\infty xdF(x)$
2374,$(dW_t)^2=dt$
2375,"$\mathbf {\Delta\,g(S)}$"
2376,$\mathsf{TVaR}_{0.95}(X)=3699$
2377,$g(0^+) = r/(1+r)$
2378,$x\mapsto 1/x$
2379,$m\in\mathbb{R}$
2380,$\mathsf{VaR}_{0.7}(X_i)=-\log(0.3)=1.204$
2381,$-S(a)+\tau=0$
2382,$\rho(c)\ge c$
2383,$\beta_i(X)$
2384,$0.8\le p<0.9$
2385,$\mathsf P(X \le q_X(p)) > p$
2386,$1/X$
2387,$\displaystyle\int_0^1 X(p)dp$
2388,$\mathsf{E}[X\tilde Z]$
2389,$\rho_c\leftrightarrow\mathcal Q$
2390,$U(X)\ge U(Y)$
2391,$\lambda X_1 +(1-\lambda) X_2$
2392,$\mathbf {a_{1}'}$
2393,$\mathsf{E}[X\mid t+d]$
2394,$MV = \bar Q + \mathit{NPV}_{\infty}$
2395,$g(s)=1-(1-s)^m$
2396,$g(0.05)=0.05\nu + \delta=0.1364$
2397,$\mathbf {pK}$
2398,$\min_{\eta\in \mathbb{R}} \eta + \alpha \mathsf{E}[(X-\eta)^+] -\beta\mathsf{E}](X-\eta)^-]$
2399,$g(S(x)) = 1 - h(F(x))$
2400,$\mathsf{E}[X]=k/(k+\beta)$
2401,$g(s)\le s$
2402,$L_1$
2403,$X_1=1000$
2404,$S$
2405,$x < y$
2406,$\mathsf{Pr}(E)$
2407,$p>0.5$
2408,$\mathsf{E}[p] \le 1$
2409,$\mathsf{E}[1_A]$
2410,$x=(y-\mu)/\sigma$
2411,$a\to\infty$
2412,$X+tX_1$
2413,$M = \beta g(S)-\alpha S$
2414,$0 < \nu = 1-\delta < 1$
2415,$d=(\log(a/S_0)-(r-\sigma^2/2)t)/\sigma\sqrt{t}$
2416,$X(\omega)=1/\omega$
2417,$1/n$
2418,$H(X)>-H(-Y)$
2419,$s/(1-p) \wedge 1$
2420,$\mathbf {\beta_{1}}$
2421,$\Phi$
2422,$\lambda y=x$
2423,$\mathsf{MON'}$
2424,$g'(S_X(X))$
2425,$b<1$
2426,$X\mapsto \mathsf{E}[XZ]$
2427,$w < s$
2428,$m_2$
2429,$\mathsf{Pr}(X\in A)=0$
2430,$\le c$
2431,$n-1$
2432,$qX$
2433,$\bar P_2$
2434,"$(4,3)$"
2435,$(X_i)_i$
2436,$20+10t$
2437,$s=1-\alpha$
2438,$Z=d\mathsf Q / d\mathsf P\ge 0$
2439,$X_i(a) = aX_i/X$
2440,"$c(1,2,3)-c(2,3)$"
2441,$\sum_i q_iX_i$
2442,$\mathsf{Pr}({\omega})=1/6$
2443,"$\mathbf {X'\,\Delta g(S)}$"
2444,$\kappa_j(x)/x > \alpha_j(x)$
2445,$a_i'$
2446,$-\int xdS=\int Sdx$
2447,$c\ge 1$
2448,$f(P)=\mathsf{E}[f(X)]$
2449,$\mathbf{B}(1)=\mathbf{P_3}$
2450,"$\bar Q_{0,0}:=a_{0,0}-\bar P_{0,0}$"
2451,$p_- < p_0 < p_+$
2452,$\mathbf {\Delta gS}$
2453,$g'(t)=1-r_0$
2454,$q(p)=\mathsf{VaR}_p(X)$
2455,$g(0+):=\lim_{s\downarrow 0}g(s)$
2456,$z\ge 0$
2457,$\mathsf{E}[W]$
2458,$      \& $
2459,$A\setminus B$
2460,$(k_1!)(k_2!)\dots$
2461,$Q(x)=1-P(x)$
2462,$\sup(X)$
2463,$\mathbf {F(x)=\mathsf{Pr}(X\le x)}$
2464,$1=\delta+\nu$
2465,$=1/\lambda-1=(1-\lambda)/\lambda$
2466,$U_X$
2467,$\mathsf{Pr}(X_n=0)=1-1/n$
2468,$q_X$
2469,$\mathit{EGL}_{ro}(a)$
2470,$\mathsf{E}[\cdot\mid X]$
2471,"$i=1,2,\dots,10000$"
2472,$Z=z(X)$
2473,$\{X > x \}$
2474,$X_{\mathsf j(a)+1}>a$
2475,$g_j<1$
2476,$\rho(X)=0$
2477,$\sum_i x_iX_i$
2478,$Xq$
2479,$\phi(p)=g'(1-p)=b(1-p)^{b-1}$
2480,$N=1000$
2481,$A\subseteq \mathbb{R}^n$
2482,$a=90$
2483,$S_m=\mathsf{P}(X>X_m)=0$
2484,"$g:[0,1]\to [0,1]$"
2485,$q(p)$
2486,$g(s)=\nu s+\delta$
2487,$m=$
2488,"$q(p)\phi(p)\,dp$"
2489,$q^+(p)=\sup\ \{ x\mid \mathsf{Pr}(X < x) \le p \}$
2490,$x>\mathsf{VaR}_p(X)$
2491,$a(\mathbf{v})=\mathsf{TVaR}_p(\mathbf{v})=\mathsf{E}[X\mid X > q_{\mathbf{v}}(p)]$
2492,$\hat x > x$
2493,$\text{VaR}_{0.99}$
2494,$P_X\{X=M\}=0$
2495,$X=X_0+X_{-1}+X_{-2}+X_{-3}$
2496,$x>0$
2497,"$X_{i,j}$"
2498,$a_1=\int_0^1 (\partial a/\partial x_1)dt=\partial a/\partial x_1$
2499,$1=\bar\nu+\bar\delta$
2500,$(1-p)/p=1$
2501,$s=S(a)$
2502,$\partial\rho(Z)$
2503,$\mathbf X$
2504,$\rho(W_1\wedge a_1 \wedge (a_0-X_1))=\rho(W_1\wedge a_1)$
2505,$\sum_i \kappa_i(x)=x$
2506,$g(s)=s^{0.4}$
2507,$(g(s_0)-g_0)/s_0 \ge g'(s_0)$
2508,$X_n(0)=1$
2509,"$X_{t,2}$"
2510,$W=Z$
2511,$\phi(x):=(2\pi)^{-1/2}\exp(-x^2/2)$
2512,$g(s)=\sqrt{s}$
2513,$1-p=S(x)$
2514,$p(\delta_p-il_p)$
2515,$\alpha(X)$
2516,$=1$
2517,$g''$
2518,$f=f_X$
2519,$dW_t\approx W_{t+dt}-W_t$
2520,$X(\omega_1) > Y(\omega_1)$
2521,$H_g(X) \le H_g(Y)$
2522,$M:=\max(X)$
2523,"$0,10,20$"
2524,$1/9=0.11\dot 1$
2525,$a=80$
2526,$n-2$
2527,"$((0, x), (1-p, p))$"
2528,$P=D=L/(1+R_L)$
2529,$w(A)\le v(A)$
2530,$2^{20}\approx 1$
2531,$^{**}$
2532,$\mathsf{LI}\iff\mathsf{SSD}$
2533,$p_j$
2534,$P$
2535,$s_0<s<s_1$
2536,"$\mathsf{E}[X_i] + \pi(X)\mathsf{cov}(X_i, X)/\mathsf{SD}(X)$"
2537,$0.97$
2538,$s_j\Delta_j$
2539,$\rho_g(X)=$
2540,$kX$
2541,"$s=(0.02, 0.3)$"
2542,"$\{f' \in L_q \mid f'=1+f-\mathsf{E} f,\  \|f\|_q\le c \}$"
2543,$\sup X=\mathsf{E}[XZ]=\int XZ$
2544,$\rho(W_1\wedge a_0)-\bar P_0$
2545,$f(x)=2$
2546,$F(X) - F(X-)$
2547,$v(A)$
2548,"$\mathsf{P}(\omega', \omega''_0)=\mathsf{P}(\omega',\{\text{any }\omega''\})\mathsf{P}(\{0,1\}, \omega''_0)$"
2549,$\alpha=$
2550,$u = \beta_i(x)S(x)$
2551,$b=0.53$
2552,$\bar\delta(a)=\bar\iota(a)/(1+\bar\iota(a))$
2553,$a(X_i;X) \ge 0$
2554,$\kappa_i$
2555,$\kappa_i(t)/t$
2556,$g''_\tau(s)=g''(s)/(1+\tau)\le 0$
2557,$\omega\mapsto Z(\omega)=g'(S(X(\omega)))$
2558,$x_2$
2559,$\mathsf{E}_\mathsf{Q}[X_i] = \mathsf{E}_\mathsf{Q}[\mathsf{E}_\mathsf{Q}[X_i \mid X]]$
2560,$a_i=\mathsf{E}[X_i\mid X\ge \mathsf{VaR}_{p^**}(X)]$
2561,$\mathsf{TVaR}(0)$
2562,$\mathcal Q(X)$
2563,$s < s_0$
2564,$\mathsf{E}[Z \mid X]$
2565,$\mathcal M_\rho=\{ m \}$
2566,$f(p)=\alpha(1-\alpha)(1-p)^{\alpha-1}$
2567,"$L_a^{a+y}(x)=\min(y, \max(x-a,0))$"
2568,$(X-a)^+$
2569,$\omega''$
2570,$0.20$
2571,$g(X_n)=1$
2572,$M_i\Delta X$
2573,$p=0.01$
2574,$w=0$
2575,$\mathsf{E}_\mathsf{Q_k}[X_j]$
2576,$f'_-(x)=\lim_{h\uparrow 0} (f(x+h)-f(x))/h$
2577,$B_1 \succ A_1$
2578,$1-f$
2579,$v_f(\mathsf{E}_Q[X_i] - \mathsf{E}_Q[X_i/X(X-A)^+])$
2580,$X_0 < X_1 < \dots < X_{n'}$
2581,$F(a)=\mathsf{P}(1_{X\le a}=1)$
2582,$a=$
2583,$Q_{2}\Delta X$
2584,$\kappa_i'(x)=1$
2585,$X'\Delta S$
2586,$a=\alpha(X)$
2587,$X_2=1000$
2588,$\alpha(\mathsf P)=0$
2589,"$h(p)=p/(1+\iota(p))=\nu(p)\, p$"
2590,"$s,p$"
2591,$F(x)=u$
2592,$a_i = \mathsf{VaR}_p(X) - \mathsf{VaR}_p(\sum_{j\not=i} X_j))$
2593,$z(X)$
2594,$n_s\ge 0$
2595,$x_6^1+x_6^2=10+1=11=x_6$
2596,$g(S(x)$
2597,$0\le \lambda \le 1$
2598,$(\mu-\sigma^2/2)t$
2599,$(\delta^{\star}-d)\sqrt{S(x)F(x)}$
2600,"$\alpha_p = 1- (\| (X-\eta_{p,\alpha})^+\|_{p-1} / \| (X-\eta_{p,\alpha})_- \|_{p})^{p-1}$"
2601,$\alpha (1-s)^\alpha/(1-s)$
2602,$d\to\infty$
2603,$p(\nu_p-l_p)$
2604,$g(s)=s^2$
2605,$a=a(\mathbf{v})$
2606,$\int_0^1 1-g(s)ds=1-\int_0^1 g(s)ds < 0.5$
2607,$X_i>0$
2608,$i= \alpha/(1-\alpha)$
2609,$\rho(X_0) = \mathsf{E}[X_0Z]$
2610,$X\ge x$
2611,$Z(x)=g'(S(x))$
2612,"$c = 1.0, 1.5$"
2613,$a_{d}=a(Y_{d})$
2614,$\mathsf{SD}(X)$
2615,$-A(-X)$
2616,$t\ge 0$
2617,"$\Omega=\{0,\dots,99\}$"
2618,$g'(S(x))\ge 0$
2619,"$p~\text{Unif}[0,1]$"
2620,$R_A=R_f$
2621,$\mathsf{VaR}_p(X)=q^-(p)$
2622,$E(u(X)) \le E(u(Y))$
2623,$\rho_g(V)= g(F(x^*)) \ge F(x^*)=\mathsf{E}[V]$
2624,$\mathsf{E}[X]+\lambda\sigma(X)$
2625,$\mathsf{Pr}(\{\omega \})= 1/100$
2626,"$(2,-\x*0.75)$"
2627,$\mathsf{Pr}(A\le t)= 1/2 + \mathsf{Pr}(U\le t) /2 = 1/2 + t/2$
2628,$a \ge 1$
2629,"$\mathsf{biTVaR}_{0,p}^w(X)$"
2630,$\iota^\ast = (g(s^\ast)-s^\ast) / (1 - g(s^\ast))$
2631,$\mathsf{E}_{\mathsf{Q}}[X_i]$
2632,$g'(s)\ge 0$
2633,$\mathsf{E}[X]+k\mathsf{Var}(X)=a(X)$
2634,"$X:\Omega\to [0,\infty]$"
2635,"$\mathsf{TVaR}_{0.95}(X)=\int_0^{1000}g(S(x))\,dx$"
2636,$\rho(X_n)\to \rho(X)$
2637,$\lambda_{obj}$
2638,$W_0$
2639,$cv=0.287$
2640,$0=q(0)=q(Y+(-Y))\le q(Y) + q(-Y)$
2641,$g_\tau(0)=0$
2642,$\mathsf{P}(X=1)$
2643,$\mathsf{Pr}(X\le y) < p$
2644,$0.41$
2645,$\mathsf P(X=q_X(p))>0$
2646,$p=0.8$
2647,$\kappa_1(10)$
2648,$\mathsf{E}_\mathsf{Q}[X+tY]$
2649,"$[0,p)$"
2650,$a_1'$
2651,$S(x)=1-\Phi((x-\mu)/\sigma)=\Phi(-(x-\mu)/\sigma)$
2652,$X_{t+1}$
2653,$X=0$
2654,$p\mapsto g(1-p)$
2655,$\downarrow$
2656,$X\wedge 20$
2657,$\mathsf{TVaR}_1( X )$
2658,"$x_1, x_2$"
2659,$\bar P_{2}$
2660,$\Sigma$
2661,$B\subset A$
2662,$\bar P=\mathsf{TVaR}_{p^\ast}(X)$
2663,$\bar P^a_g(X_i\subseteq X)$
2664,"$\mathcal{M} = \{ f \mid \|f\|_q\le c, f\ge 0 \}$"
2665,$X \preceq_m Y$
2666,$qX_i$
2667,$\mathsf{E}[X_i\tilde Z]=\rho_g(X)/2$
2668,$X \prec_n Y$
2669,$\bar\iota=0.10$
2670,$a=18000.0$
2671,$\mathsf{TVaR}_{0.95}(X)=1000$
2672,$s_0/2^{n+1}$
2673,$\delta(x)$
2674,$H[X]$
2675,"$x_1,x_2$"
2676,$>100$
2677,$\mathsf{Pr}(X\ge q(p))>1-p$
2678,$dh - h_x dx = (r_h-\mu_L)(h-h_x x)dt$
2679,$\alpha<1$
2680,$2.576\times 6.258$
2681,$\mathsf{TVaR}_{p*}(X)=a$
2682,$\kappa_i(X) = X_i$
2683,$a_i = a(X_i; X)$
2684,$\rho(X_n(t))+t\pi$
2685,$\mathsf{TVaR}_{p}$
2686,$g(A)/p=59.142$
2687,$Z(S_X(x))=-(x-\mu)/\sigma$
2688,$\nu=1-\delta$
2689,$\{\omega\in\Omega\mid X(\omega)\le x\}$
2690,$X_n= X_g-X_c$
2691,$s^*$
2692,$\bar P_{0}$
2693,$P = \mathsf{E}[X] + \pi \mathsf{SD}(X)$
2694,$\rho(X_0+\epsilon Y)=\mathsf{E}[(X_0+\epsilon Y)Z_\epsilon ]$
2695,$X\wedge 30$
2696,$k+1/2$
2697,$X'=\mathsf{E}[X\mid A]$
2698,$\mathsf{Pr}(X_i>\bar q(s))=s$
2699,$\lambda=5$
2700,$D_3$
2701,$\ge c$
2702,$\kappa_i(X)$
2703,"$\mathsf{PH,SA,CX}$"
2704,$\phi:=\rho\circ F$
2705,$u_j(x) = 1 - exp(-\lambda_j x)$
2706,$M_{1}$
2707,$X-V$
2708,"$\bar P_i = \sum_{j} X_{i,j}\Delta g(S_j)$"
2709,$f(t)$
2710,"$[0, \epsilon_1]$"
2711,$\pi=1$
2712,$a_l \le 1$
2713,$\rho=\mathsf{E}$
2714,$P_g\not\ll P_X$
2715,$\delta_i=\delta$
2716,$\mathbf {X_1pK}$
2717,$p_Y>0.5$
2718,$-g'(1-p)<0$
2719,$\rho(X+Y) = \rho(X) + \rho(Y)$
2720,"$(0.5,1]$"
2721,$F(x_0)=p_+$
2722,"$(X_i, X)$"
