,expr
1928,$v=1/(1+i)$
1929,$\tau_\sigma(p)=\int_0^p\sigma(u)du$
1930,"$50 of the amount allowed on each claim in the classes under paragraphs II, V, and VI except claims of the guaranty associations as defined in RSA 404-B, 404-H, 404-D, and 408-B shall be deducted from the claim. Claims may not be cumulated by assignment to avoid application of the $"
1931,$(p-\nu)/\nu$
1932,"$50.00) of the amount allowed on each property, casualty or fidelity claim in the classes under Subsections B through F of this section, shall be deducted from the claim and included in the class under Subsection I of this section. Claims may not be cumulated by assignment to avoid application of the fifty dollar ($"
1933,$r=0.038$
1934,"$X_1(x_1), \dots, X_n(x_n)$"
1935,$ into aggregate premiums $
1936,"$u_0,u_1,\dots,u_k$"
1937,"$S(1-t,t;x)$"
1938,$\mathsf{E}[gY]\le 0$
1939,$\mathsf{TVaR}_0(\cdot)=\mathsf{E}[\cdot]$
1940,$\mathsf{E}(X-c_l)_+$
1941,$P(a)=\mathsf{E}(Y\wedge a)+\rho K(a)$
1942,$\iota(p)$
1943,${}_b\bar V$
1944,$X_i=q(p_i)$
1945,$x_1<x_2<x_3<\dots$
1946,$R = g^k \pmod{p}$
1947,$Y=-\rho_{t+1}(X)$
1948,$\tilde X$
1949,$\tilde S(x):=g(S(x))=F(x)=e^{-\mu x/\rho}$
1950,$G$
1951,$1{X>q}$
1952,$Z=d\mathbb{Q}/d\mathbb{P}$
1953,$Z^* = \sum_i \alpha_i Z\circ T_i$
1954,$X(t):=X(\mathbf{x})=(1-t)X_1 + tX_2$
1955,"$(ccc.south |- mcc.south)+(0,-0.5)$"
1956,$\sum t_i=\infty$
1957,"$(fun1a.south -| fun2a.east)+(\smlspc,-\smlspc)$"
1958,$1_D$
1959,$\rho(X)=\mathsf{E}_\mathsf{Q}(X)$
1960,"$T_{700,100}$"
1961,$< 1$
1962,$t=q-s$
1963,$0$
1964,$M_X(k)=M_Y(k)$
1965,$\{ X=a \}$
1966,$a = M(a)+Q(a)= \mathsf{E}(X\wedge a) + \delta N(a) + \nu N(a)$
1967,"$[p, p+dp]$"
1968,$(v-\nu^*)\sqrt{pq}=$
1969,$(X−x^∗)I_{B_i}$
1970,$r=g^k$
1971,$n=g^a\pmod{p} \mapsto a=\log_g(a)$
1972,$10^{13}$
1973,$\gamma = 2/\sqrt(a) = 2\nu$
1974,$\sigma=1$
1975,$0\le \tau\le 1$
1976,"$(fun2.north west)+(-\smlspc,\smlspc)$"
1977,$\rho_g$
1978,$\mathsf{E}(X) = E(X_i \mid X\le a)F(a) + E(X_i \mid X > a)S(a)$
1979,$\alpha>1$
1980,"$b \in_{R} \{2,\dots,p-2\}$"
1981,$N\times 1$
1982,$g$
1983,"$(Bob)+(0,-2.5)$"
1984,$\alpha=\text{E}[X \mid X > F_u^{-1}(p)]$
1985,"$(B.north east) + (-0.07mm,0)$"
1986,$\mathsf{E}[Y]$
1987,$\mathsf{E}[X^k]=\mathsf{E}[Y^k]$
1988,$\mathsf E[X]\rho(N) \le \rho(A)$
1989,$\sigma$
1990,$C_2$
1991,$S(a)=1-p$
1992,$\nu=\nu(F(a))=\nu(p)$
1993,$\tau_\sigma(p)=\int_0^p \sigma$
1994,$100\cdot g(s)$
1995,$\phi(1)\le 1$
1996,$\mathsf{E}(X)=0$
1997,$\mathsf{E}(X_i\mid X=x)f_X(x)/x$
1998,$\mathbf{T}^+\mathbf{r}$
1999,$\mathsf{E}[Y\tilde W] = n^{-1}\sum_T \mathsf{E}[Y \cdot W\circ T] = n^{-1}\sum \mathsf{E}[Y\circ T^{-1} \cdot W] = \mathsf{E}[YW]$
2000,$\mathsf{Q}_1$
2001,$D_i$
2002,"$(Bob) + (0,-1)$"
2003,$-1\le X_n\le 0$
2004,$[F(x)](\cdot)$
2005,$g_k(s) = 1-(1-s)^k$
2006,$10^{15}$
2007,$P_i(a)=\phi_i(a)P(a)$
2008,$F^{-1}(1-g^{-1}(1-p))$
2009,"$(Alice) + (0,-1)$"
2010,$\mathsf{Pr}(X>a)=S(a)$
2011,$b\le a$
2012,$\tilde\rho(X) = \mathsf{E}_Q(Y(\mathbf{X}))=\mathsf{E}_Q(Y)$
2013,$\mathsf{E}_\mathbb{Q}(Z \mid X)=\mathsf{E}(Z \mid X)$
2014,$\bar P_i(a)$
2015,$L_\infty$
2016,"$k=1,\dots,K$"
2017,$\delta(p) F(x)=dF(x) + (\delta^*-d)\sqrt{FS}$
2018,$k<\sup X$
2019,"$t=0,1$"
2020,$M_i\not=C_i$
2021,$S(x)\to 0$
2022,$\mathsf{E}[X_2 Z_1] = \mathsf{E}[X_2]\mathsf{E}[Z_1] =\mathsf{E}[X_2]$
2023,$P(a)= S(a) + \bar\delta F(a)$
2024,$\rho(L) = F^{-1}(p)g'(1-p)dp$
2025,$\rho_t(X)=\rho_t(-\rho_{t+1}(X))$
2026,$\bar p=1$
2027,$\mathsf{E}(L_\sigma)= \int_0^1 q_L(s)\sigma(s)ds =:\pi_\sigma(L)$
2028,$\rho(A)\le\rho(A_0) +\mathsf E[X]\rho(N)$
2029,$\ge\mathsf{VaR}_p$
2030,$T_x$
2031,$\mathbf{m}=(m_j)$
2032,$0\lt p \lt 1$
2033,$B^2$
2034,$\mathsf{E}(Q|X\ge a)$
2035,$X=0$
2036,$e^* \in E^*$
2037,$-Y\ge 0$
2038,$F^{-1}(U)$
2039,$\kappa_i(x)$
2040,$C<B<A$
2041,$e =$
2042,"$\rho^*(\mu) = \sup_{X\in\mathcal{X}} \{ \langle \mu,X \rangle - \rho(X) \}$"
2043,"$g(s)=\displaystyle\int_{1-s}^1 \phi(p)dp = \displaystyle\int_0^s \phi(1-p)dp = \min(s/(1-p), 1)$"
2044,$p=F(a)$
2045,$5 \times 10^{10}$
2046,$l(p)=\nu(1-2\sqrt{p(1-p)}$
2047,$t=t_1$
2048,"$i=0.02, 0.04$"
2049,$\int \zeta dP=1$
2050,$\mapsto$
2051,$\rho_g(\cdot)$
2052,$\Longrightarrow$
2053,$p+q=1$
2054,$\mathsf{Q}\in \mathscr{P}$
2055,$\{G = q_j\}$
2056,$\rho(A_k)$
2057,$\zeta\in\partial \rho(X)$
2058,$G\le c(x)$
2059,$1-g(S(a))$
2060,$0=p_0<p_1<\cdots<p_n=1$
2061,$2/\sqrt{a}= 2\nu/(1-f)$
2062,$N=\sum_{i\in I} N_i + N_a$
2063,"$a=0.02, b=1.310$"
2064,"$(fun2a.south west)+(0,-2*\spcer)$"
2065,"$(fun2a.south  -| fun4a.east)+(\spcer, -\spcer)$"
2066,$P = \mathsf{E}(X) + \iota K$
2067,$b>0$
2068,$\mathsf E[Q\mid \mathcal F_1]$
2069,"$n=1,2,3,\dots$"
2070,$p(a) = S(a) + \rho k(a)$
2071,$n\ge 1$
2072,"$\rho(X) = \sup_{\zeta\in\mathcal{A}} \langle \zeta,X \rangle$"
2073,$O(mn\times n\log(n))$
2074,"$x\mapsto (f(x), g(x))$"
2075,$\sigma=2.70$
2076,$w$
2077,$\Phi$
2078,$a<a(f)$
2079,"$X\wedge a=\max(X,a)$"
2080,"$(C.north east)+(1.3, 0)$"
2081,$\mathsf{E}(W \mid X\ge a)$
2082,$X>q(\alpha)$
2083,$1-\tilde p=g(1-p)=g(S(x))$
2084,$0\le a-L_0^a\le a$
2085,$F^{\times}_{359}$
2086,$S\not=xf$
2087,$q(\hat p)=q(1-g^{-1}(1-p))$
2088,$a \le b$
2089,$\sum_i \phi_i(a) = 1$
2090,$N=N(\bar x)$
2091,"$C_{2,\cdot}$"
2092,$T_0$
2093,$r_0$
2094,"$1,2,\dots, m$"
2095,$dQ/dP$
2096,$n \ll p$
2097,$1-2c\mathsf{Pr}(Z>\mathsf{E} Z)$
2098,$1 \times 10^{16}$
2099,$f_X$
2100,$(\mathsf{E}(X_i)-\mathsf{E}(X\wedge a))/\mathsf{E}(X_i)$
2101,$p(a)$
2102,$c=$
2103,$dv$
2104,$\mu_{t+1}=\mu_t$
2105,$\epsilon$
2106,$X'$
2107,$\rho(A_k) \le \rho(A_0) + k\rho(N)$
2108,$Y_n$
2109,$\delta(s)=g(s)g(k/s)-g(k)$
2110,$Y>a$
2111,$R(x)$
2112,$X_u=X=u_1X_1 + u_2X_2$
2113,$=\int_0^c S(x)dx = \int_0^c xf(x)dx + cS(c)$
2114,$Q \sim P$
2115,$=L/(1+r)$
2116,"$[x,x+dx)$"
2117,"$, $"
2118,$f(x)<\infty$
2119,$1-S(a)=F(a)$
2120,$=\dfrac{g(s)-s}{1-s}$
2121,"$\langle \zeta_{\bar x}, X_i \rangle$"
2122,$i$
2123,$\lambda S(a)$
2124,$a \ge a'$
2125,$g'(S(X))$
2126,$\bar P = \bar S + \bar R$
2127,$a<1$
2128,$p+dp$
2129,$L_1$
2130,$1-\hat p=g^{-1}(1-p)$
2131,$\mathsf{E}_q(X_2)$
2132,$\mathsf{E}(X_i(a)) = E(X_i \mid X\le a)F(a) + aE(X_i/X \mid X> a)S(a)$
2133,"$\eta_{p,\alpha_1}(X) < \eta_{p,\alpha_2}(X)$"
2134,$μ = t ν$
2135,$1-S(x)=F(x)$
2136,$\delta=1-\nu=\rho\nu$
2137,$\bar A_{x:\lcroof{n}}$
2138,$\mathscr{O}(\zeta)$
2139,$X=\mathsf E[Y\mid X]$
2140,$\rho_{t+1}(-\rho_{t+1}(X))=\rho_{t+1}(X)$
2141,$\rho(n^{-1}\sum X\circ T) = n^{-1}\sum \rho(X\circ T)$
2142,$=\int_0^\infty xf(x)dx = \int_0^\infty S(x)dx = \int_0^1 q(p)dp$
2143,$\notiff$
2144,$\hat\rho$
2145,$\lambda=0.045$
2146,"$[x, x+dx)$"
2147,$C$
2148,$\mathsf{E}(B)=p$
2149,$O(mn\log(n))$
2150,$\mathcal F^{NS}$
2151,$P(\alpha(X))$
2152,$F(a)/\nu F(a)=1/\nu=1+\rho$
2153,$da$
2154,$(\partial P_i / \partial x_i)dx_i$
2155,$\tilde p=g(p)$
2156,"$\min(X,a)=X \wedge a$"
2157,$1=S(x)+F(x)$
2158,"$(valu2.south east)+(\boundpad,-\boundpad)$"
2159,$\theta > 1$
2160,"$[0,1]\to[0,1]$"
2161,$\lambda_t=\lambda \mu_t$
2162,$\ge 5$
2163,"$A = \{ \zeta \mid \|\zeta\|_q\le c, \zeta\ge 0 \}$"
2164,$U(X)<U(X1_{A^c} + \mathsf E[X\mid A]1-A)$
2165,$X ∈ L^p$
2166,$\bar S'(x)=S(x)$
2167,"$[0,1)$"
2168,$\mathbf{x}$
2169,$2 \times 10^{19}$
2170,$j$
2171,$1 layer covering losses at or above the $
2172,$Z\not=0$
2173,$g(st)= \displaystyle\frac{st}{1-p} \le \displaystyle\frac{s}{1-p}\displaystyle\frac{t}{1-p}=g(s)g(t)$
2174,$a-Y$
2175,"$(A.south east) + (-0.07mm,0)$"
2176,$\mathsf{E}(X\mid X > a) = (\mathsf{E}(X)-\mathsf{E}(X\mid X \le a)F(a))/S(a)$
2177,$D(x)$
2178,$\mathsf{E}(X_i(a)) = \mathsf{E}(X_i \mid X \le a)F(a) + a\mathsf{E}(X_i/X \mid X > a)S(a)$
2179,$nG$
2180,$y\ge x$
2181,$d=iv$
2182,$\mathsf E[T_s T_t] \ge \mathsf E[T_s] \mathsf E[T_t]=g(s)g(t)$
2183,$\rho(X) = \mathsf{E}[gX]$
2184,"$(Bob)+(0,-3.5)$"
2185,$\mathsf{Pr}(X=\mathsf{E}(X))=0$
2186,$u\mapsto \mathsf{E}[X_i/u\mid X(t)=u]$
2187,$X_2$
2188,"$\displaystyle\int g(S_X) = \sup\{ E_Q(X) \mid Q(A)\le g(P(A)), \forall A\in \mathcal{F}) \}$"
2189,$(LL^t)^{-1}L^t$
2190,$g\leftrightarrow \rho$
2191,$g(s)$
2192,$a=P+Q$
2193,$n=2$
2194,$Z=d\mathsf{Q}/d\mathsf{P}$
2195,$n=3$
2196,$W$
2197,$g(t)=O(d)$
2198,$\sqrt{F(x)S(x)}\approx \sqrt{S(x)}$
2199,"$\ge 50,000$"
2200,$g=3$
2201,$10^{19}$
2202,$L_\infty\subset L_p \subset L_\sigma\subset L_1$
2203,$^{**}$
2204,$s\mapsto g(s)$
2205,$X=\sum_{i=1}^n X_i$
2206,$\tilde F^{-1}(\tilde p)=F^{-1}(p)$
2207,"$[p, d+dp]$"
2208,$\rho_g(X)=\int xg'(S(x))f(x)dx$
2209,$\mathsf{E}_q(X_1)/q$
2210,"$\delta(s,t)\ge 0$"
2211,$\delta F(x)$
2212,"$\lambda=0.045, 0.0625, 0.085, 0.125,$"
2213,$\bar \zeta$
2214,$\Delta p\times T$
2215,$1+2c(Z-\tau)$
2216,$s_l$
2217,$\mathbf{T}^+$
2218,"$\alpha\in [0,1]$"
2219,$\mathsf{E}_\mathsf{Q}[Y \mid X] = \mathsf{E}[Y \mid X]$
2220,$\epsilon\mathsf{E}_q(X_1)$
2221,$0\le (-X_n) \le 1$
2222,"$\rho(X+tY)-\rho(X) = \langle \zeta_t, X+tY \rangle -\rho(X) \le \langle \zeta_t, X+tY \rangle - \langle \zeta_t, X \rangle = \langle \zeta_t, tY \rangle$"
2223,$=18\times 4 = 72$
2224,$1/N$
2225,$(\delta^*-d)\int_0^a \sqrt{F(x)S(x)}dx$
2226,$t_1$
2227,$\rho(1_A)=1$
2228,$g(s)=s$
2229,$(x+b)$
2230,$\mathsf{E}(U(Z))=\mathsf{E}(U(Z) \mid A) = \mathsf{E}(U(X))p + \mathsf{E}(U(Y))(1-p)$
2231,$\phi_i(a)=\mathsf{E}(X_i/Y \mid Y>a)$
2232,$s\le 1-p < t$
2233,$B(b)$
2234,$\rho(X_n)=1$
2235,$\rho(X)=\max_{Q\in\mathsf{Q}} \mathsf{E}_Q(X)$
2236,$x\in\mathbb{R}^n$
2237,$1 \times 10^{23}$
2238,$N=4$
2239,$H(X) > -H(-Y)$
2240,$1=\nu+\delta$
2241,$t=0.55$
2242,$t = 0$
2243,$=E(X_i \mid X=a)$
2244,$\Delta p$
2245,$p+q=1=\nu+\delta$
2246,$(\delta^*-d)\sqrt{pq}=$
2247,"$X_i, Y$"
2248,$A=X+Y$
2249,$\rho(X)<\infty$
2250,$b^2 \mu_x /2$
2251,$\displaystyle\int_0^\infty S(x)dx$
2252,$\Phi_i(y)=\mathsf{E}(X_i \mid Y = y)$
2253,$-g''(t)=α(α-1)t^{α-2}$
2254,$g^mA^R=g^m(g^a)^R=g^{m+Ra}$
2255,$l_p>0$
2256,$\sigma(X_1)$
2257,$\mathsf{E}_\mathsf{Q}(Y \mid X) = \mathsf{E}(Y \mid X)$
2258,$B$
2259,$f=1$
2260,$p(1-p)/p^2(\nu_p-l_p)^2$
2261,$\rho(X)=r$
2262,$Z(t\mathbf{X})=tZ(\mathbf{X})$
2263,$\mu_x = -d\log(\tpx)/dt = \lim_{t\downarrow 0} {}_tq_x/t$
2264,$g(s)=s^{1/\rho}$
2265,$(k+1)\times n$
2266,$f_{\hat i}$
2267,$2^{20}$
2268,$\beta_i/\alpha_i$
2269,$EL$
2270,$B_i$
2271,$\phi F$
2272,$du$
2273,"$a,0\le a\le\infty$"
2274,$g^{ak}$
2275,"$[\alpha_\epsilon,1]$"
2276,$t\ge 0$
2277,$\mathsf{E}[g]\ge 1$
2278,$p=1-g^{-1}(1-p)$
2279,"$[t-dt, t]$"
2280,$s_l  < s < s_u$
2281,$x = F^{-1}(1-g^{-1}(1-\tilde p))$
2282,$p-\nu-il$
2283,$50 of the amount allowed on each claim in the classes under subsections 2 to 6 shall be deducted from the claim and included in the class under subsection 8. Claims shall not be cumulated by assignment to avoid application on the $
2284,"$(s_{i}, g(s_{i}))$"
2285,$d\nu=d\mu/\alpha$
2286,$\text{E}[X_i \mid X]$
2287,$x\mapsto 1/x$
2288,$\mathcal P$
2289,"$[a,a+1)$"
2290,$\not =$
2291,$a_{i-1} < a_i < a_{i+1}$
2292,$\rho_g(X)=$
2293,$V(X)>0$
2294,$\rho(X)=\int_0^\infty g(S(x))dx$
2295,${}^1S=S$
2296,$^{2}$
2297,$i=0.02$
2298,$q(\epsilon)/(1+\epsilon)\approx (q+\epsilon\mathsf{E}_q(X_1) )(1-\epsilon)=q-\epsilon(q-\mathsf{E}_q(X_1))=q-\epsilon E_q(X_2)$
2299,$Z_k \succeq_2 (Z_k\mid N)$
2300,$\mathsf E[(a-X)^+]$
2301,$= \rho(B(s_l)) (1 -g(s)) + \rho(B(s_u)) g(s)$
2302,"ho=0.5, x=3, M=1.5,\sigma=0.85, K=8$"
2303,$X(t)=X(\mathbf{x})=(1-t)X_1 + tX_2$
2304,$a=\infty$
2305,$H(x)\not=H(y)$
2306,"$\mathbf{x}=(x_1,x_2)$"
2307,$Q(x) = \nu(F(x))F(x)$
2308,"$\mathcal{Z}=\{ Z\in L^\infty\mid \mathsf{E}[Z]=0, \mathsf{E}[Z^2]\le 1  \}$"
2309,$B=2.7\times 10^{-6}$
2310,"$(lee.east |- lee.north)+(0.25,0.25)$"
2311,$Y=g(X)$
2312,$p\delta(p)/p\nu(p)=\iota(p)$
2313,$M(a)=\mathsf{E}(X\wedge a)+d_iN(a)+(v-\nu^*)\displaystyle\int_0^a \sqrt{F(x)S(x)}dx$
2314,$\bar\delta(a)$
2315,$\displaystyle\int_0^1 \mathsf{AVaR}(p)\mu(dp) = \displaystyle\int_0^1 \dfrac{1}{1-p}\displaystyle\int_{p}^1 q(s)ds \mu(dp) =\displaystyle\int_0^1\displaystyle\int_0^s \dfrac{\mu(dp)}{1-p}q(s)ds=\displaystyle\int_0^1\displaystyle\int_{1-s}^1 \dfrac{\mu(dp)}{p}q(s)ds=\displaystyle\int_0^1\phi(s)q(s)ds$
2316,"$ϕ(s) = α^{-1}1_{[1-α, 1)}(s)$"
2317,$\rho_m(X)$
2318,$X-b\le 0$
2319,$\theta$
2320,"$(\s,4.5-\s)$"
2321,$\rho(2X)= \rho(X+X)=\rho(X)+\rho(X)=2\rho(X)$
2322,$g(S)\not=q\phi$
2323,"$[0, t_1]$"
2324,$t\to 0$
2325,$g'(t)dt < dt$
2326,"$R,S$"
2327,$X\circ T$
2328,$s = f/n$
2329,$h_0$
2330,$X=a$
2331,$p=F(x)$
2332,$r\times 1$
2333,$D-N = \sum_{i\in I} (D_i-N_i) - N_a$
2334,"$\bar\delta,\bar\nu$"
2335,$0.0625$
2336,$\mathsf{TVaR}_p=\dfrac{1}{1-p}\displaystyle\int_p^1 F^{-1}(p)dp$
2337,$\ll$
2338,$s>0$
2339,$E_i$
2340,$O(\delta^2)$
2341,"$(a,b)$"
2342,$n=\square^\square$
2343,$m(x)=S(x)+\delta(p)F(x)=S(x)+dF(x)+(\delta^*-d)\sqrt{F(x)S(x)}$
2344,$\zeta\in\mathscr{O}(\eta)$
2345,"$f(x,y)=q_\alpha(x) - G(x,y)$"
2346,$f(X)$
2347,$\rho(X)\le \liminf \rho(X_n)$
2348,$\pi(X)=\int_a^{\alpha(X)} g(S(t))dt$
2349,$X$
2350,$\rho(X) = \mathsf{E}(X) + c\| X-\mathsf{E}(X)  \|_p$
2351,$2\square^2 + 2\square$
2352,"$[0.2, 0.85]$"
2353,$v_i = a_i/a$
2354,$a+da$
2355,$Q=(P+P')/2$
2356,$μ = w_1 δ_{α_1} + w_2 δ_{α_2}$
2357,$G_0$
2358,$(\bar P_{x+b} - \bar P_x)\bar a_{x+b}=\bar A_{x+b}-\bar P_x \bar a_{x+b}=: {}_b\bar V$
2359,$L(a)=\mathsf{E}(X\wedge a)$
2360,$Y_i=\partial Y/\partial x_i$
2361,$\alpha=1$
2362,"$B(b)\approx -b\mu_xv^b \approx {-}_bq_xv^b = -A^{\, 1}_{x:\lcroof{b}}$"
2363,$X\circ\tau$
2364,"$(X^∗_1, \dots, X^∗_n)$"
2365,$\phi_{\bar x}$
2366,$dF(X)$
2367,$-1_{B_r}$
2368,$p(1-\nu(p))=p\delta(p)$
2369,$g(s)=a^\alpha$
2370,"$u=(u_1, u_2)$"
2371,$\lambda^Q_t = \lambda^Q\mu_t$
2372,$\rho(1)=1$
2373,$u''<0$
2374,$X(\mathbf{x})$
2375,"$\langle  X_i, \zeta  \rangle$"
2376,$\mathsf{E}(X \mid X\le a)$
2377,$D_\lambda$
2378,$g(0)=r_0$
2379,$p(1-p)/(\nu-l)^2=0.5(1-0.5)=0.25$
2380,"$i=1,\dots,n$"
2381,$\displaystyle\int_0^\infty xf(x)dx = \displaystyle\int_0^\infty S(x)dx$
2382,$\epsilon\to 0$
2383,$\bar p$
2384,$A^k=(g^a)^k$
2385,"$g:[0,1]\to [0,1]$"
2386,$16\times 4=64$
2387,$g(s)=d+vs$
2388,$\omega\mapsto q(\omega)=F^{-1}(\omega)$
2389,$\mathbf{x}=\mathbf{1}$
2390,$\nu^*$
2391,$q(p)+y$
2392,$\mathsf{E}(X)=\int_0^\infty xf(x)dx = \int_0^\infty S(x)dx$
2393,$c_k-G=\gamma_k$
2394,$Z_1=Z\circ T$
2395,$p\not=0.5$
2396,${}_tq_x=1-\tpx$
2397,$L_2(\Omega)$
2398,$n:=\nabla_yG/\|\nabla_y G\|$
2399,$\{X = a\}$
2400,$\phi(s)\ge 0$
2401,$g(s) = \Phi(\Phi^{-1}(s)+\lambda)$
2402,$\mathbf{T}$
2403,$\partial\bar P/ \partial a$
2404,$X\not\equiv 0$
2405,$\mathsf{E}_\mathsf{Q}(X_i \mid X=x)=\mathsf{E}(X_i \mid X=x)$
2406,$k\ge 0$
2407,$a(\mathbf{x}) =\mathsf{VaR}_p(X(\mathbf{x}))= q_p(\mathbf{x})$
2408,$u''(z+t)$
2409,$\rho(X) = \mathsf{E}(X) + V(X)$
2410,$F^{-1}(1-s)$
2411,$\rho_i(X_i) - \rho_i(F_i)$
2412,$\mathsf{E}_Q(Y)=\tilde \rho(X)$
2413,$R_i<C_i$
2414,$\delta_p=1-\nu_p$
2415,$\mathsf{E}(X\wedge k)$
2416,$\pm 1$
2417,$\sigma=0.225$
2418,$t\ge 0.5$
2419,"$(a,A)$"
2420,$t> t^*$
2421,$X_i=x_i$
2422,"$(fun5.north west)+(-\smlspc,\smlspc)$"
2423,$\tpx \mu_{x+t}$
2424,"$(s_{i+1}, g(s_{i+1}))$"
2425,$r_P < r$
2426,$T_B$
2427,"$X\in \mathcal A_{t,t+1} + \mathcal A_{t+1}\iff -\rho_{t+1}(X)\in\mathcal A_{t+1}$"
2428,$(1+\theta)\rho$
2429,$\rho(A_k) \le \rho(A_0) +  k \rho(N) \le \hat\rho(A_0) + k\rho(N)=\hat\rho(A_k)$
2430,$EL=\mathsf E[X\wedge a]$
2431,$dt=g'(1-s)ds=\phi(s)ds$
2432,$A^∗_i$
2433,"$I=[0,1]$"
2434,$\bar R'(x)=R(x)$
2435,$X=X(\mathbf{x})$
2436,$Y_n=-X_n$
2437,$2^{256}\approx 10^{77}$
2438,$P$
2439,$\mathsf{Pr}(X\le a)=F(a)$
2440,$g(t)=1$
2441,"$Y=\max(X_1, \dots, X_N)$"
2442,$α$
2443,$p=0$
2444,$0\le\lambda \le 1$
2445,$\phi(x)/x$
2446,$=P + r(P+S)$
2447,$\nabla g'$
2448,$(f)$
2449,$\iota^*=0.125$
2450,$R_2 > C_2$
2451,$\delta\bar a_{x:\lcroof{n}}+\bar A_{x:\lcroof{n}}=1$
2452,"$(g^k, Km)$"
2453,$p=100043$
2454,$6 \times 10^7$
2455,"$[0,1]\to \mathbb{R}$"
2456,$b$
2457,$2\square^2 + \square + 5$
2458,$99<a\le 100$
2459,$\mathcal F_1$
2460,$A^c$
2461,"$\eta_{p,\alpha}$"
2462,$\bar \iota$
2463,$\rho(G) = \mathsf{E}_Q(G)$
2464,$=\mathsf{E}(X-c)_-=\int_0^c (c-x)f(x)dx$
2465,"$500,000 per claimant except that workers' compensation claims are paid in full; $"
2466,"$s\in[k,1]$"
2467,$\eta$
2468,$\Omega$
2469,$=1$
2470,$\sup_{\mu\in M} \int CTEd\mu$
2471,$\liminf \rho(-k_i 1_{A_i}) \ge \rho(0)=0$
2472,$E_Q(X_i(a)\mid X)$
2473,$Z'$
2474,$B_{\cdot}$
2475,$\rho_t(X)\le \rho_t(Y)$
2476,$B(s)$
2477,"$Q_0, Q_{i,\epsilon}$"
2478,$N(\bar x)=N(F(\bar x))$
2479,$\int_0^s q_Z(1-t)dt\le g(s)$
2480,$N(a)=\int_0^a F(x)dx=a-\mathsf{E}(X\wedge a)$
2481,$\mathsf{Var}(\pi)$
2482,$\mathsf{FAT}'$
2483,$a\ge 1$
2484,$\bar S(a)=\mathsf{E}(X\wedge a)$
2485,$\mathsf E[Y_i\mid S]$
2486,$da = p(a)da + (1-p(a))da$
2487,$1 \times 10^{10}$
2488,$(1+\epsilon)x_1$
2489,"$j=1,\dots r$"
2490,$\tilde Z_1:=\mathsf{E}[Z_1\mid X] = \tilde Z$
2491,$X^{\oplus 1}$
2492,$f_t$
2493,$X=c$
2494,$P(a)+K(a)=a$
2495,$Z\circ T$
2496,$\bar P(a)$
2497,$\epsilon x_1$
2498,$a-\bar P(a)$
2499,"$\mathcal{M}_{X,r_X}$"
2500,$A = g^{a} \pmod{p}$
2501,"$[a, b]$"
2502,$\prec_3^*$
2503,$f_{Y\mid X>a}$
2504,$\hat p=1-g^{-1}(1-p)$
2505,$\iota^*=0$
2506,$\mathsf{E}\zeta=1$
2507,$\epsilon^2$
2508,"$(fun1.north west)+(-\smlspc,\smlspc)$"
2509,$\tau$
2510,$\partial a / \partial x_i$
2511,$\sum u_iX_i$
2512,$S(X)$
2513,$\log$
2514,$\rho(X)=\mathsf{E}_\mathbb{Q}(X)$
2515,$A_k = A_0 + kN$
2516,$\sum_i X_i$
2517,$L$
2518,$a_i$
2519,$X(x)$
2520,"$x_c, x_n$"
2521,$\rho(X)=\int_0^1 q(s)\phi(s)ds=\int_0^1 q(s)g'(1-s)ds$
2522,"$\langle \mu, X+a \rangle = \langle \mu, X \rangle + a$"
2523,$\mathsf{E}_\mathsf{Q}$
2524,$kX$
2525,"$\forall X,Y,t\ge 0$"
2526,$f_X(a)$
2527,$\bar F(a) = a-\bar S(a)$
2528,$1-p \le st$
2529,$g(0) = 0$
2530,$\phi_i$
2531,$1$
2532,$\mathsf{E}(N)=\lambda$
2533,"$(B.south east) + (-0.07mm,0)$"
2534,$0\le a\le 2^{256}$
2535,$\bar \nu$
2536,$X:\Omega\to\mathbb R$
2537,$1=\delta(p) + \nu(p)$
2538,$s=S(x)=1-p$
2539,"$\rho(X,a)=\rho(X\wedge a)$"
2540,$l_p<0$
2541,$S(x)\approx 1$
2542,$\mathsf{Var}(X+a)=\mathsf{Var}(X)$
2543,$\mathsf{E}_Q(X_i)$
2544,$\rho=\mathsf{AVaR}$
2545,$d-d^2=v-v^2=dv$
2546,$\mathsf{E}(X_i ; X \le a)$
2547,$dt=g'(1-s)ds$
2548,$1 \times 10^{17}$
2549,${}_tp_x\mu_{x+t}$
2550,$x_i=q(u_i)$
2551,$P(x)=S(x)$
2552,$P_i \le \rho_i(X_i)$
2553,"$\bar x\mapsto G\circ F(\bar x, \omega)$"
2554,$r_i = (P_i - \mathsf{P}[X_i]) / P_Q$
2555,$g(t)$
2556,$m_i$
2557,$5 \times 10^5$
2558,$\tilde p=p_a$
2559,$Z\circ\tau$
2560,$s_i=1-p_i$
2561,$\iota^*=0.15$
2562,$\rho(X+\epsilon Y)=\mathsf{E}[h_\epsilon (X+\epsilon Y)]$
2563,"$\langle \mu,X \rangle$"
2564,$p=2$
2565,$\iota_{1/2}$
2566,$\mu_{t}$
2567,"$[1-\alpha, 1]$"
2568,"$(\s,4-\s)$"
2569,"$\bar P(\mathbf{x}, a)$"
2570,$(1-r_0)δ_1$
2571,$10^{-3}$
2572,$m'$
2573,$n\ge 2$
2574,$\rho_m(X)<r$
